Xt,Yt,Zt,THETAt,Xf,Yf,Zf,THETAf
-0.40163655003736876,0.2903057298301698,0.5,-0.7968518866136611,-0.186,0.394,0.503,-0.40000000000000036
-0.4092379030602302,0.2826791252157196,0.5,-0.7701265324424978,-0.195,0.389,0.503,-0.3600000000000003
-0.4174012738715315,0.275159406748526,0.5,-0.7444920090538312,-0.205,0.385,0.503,-0.39999999999999925
-0.4263955081576972,0.26648385254144913,0.5,-0.7188574856651644,-0.224,0.374,0.502,-0.40000000000000036
-0.4417427027525852,0.24983276340120886,0.499,-0.6681338542790792,-0.233,0.37,0.502,-0.3600000000000003
-0.45032457532921066,0.24156653470079062,0.499,-0.6419539154991644,-0.243,0.364,0.502,-0.39999999999999925
-0.4578245443065876,0.23300081651303176,0.499,-0.6152285613280012,-0.252,0.359,0.502,-0.3600000000000003
-0.4660143643058908,0.22444958155686076,0.499,-0.5890486225480862,-0.262,0.353,0.502,-0.40000000000000036
-0.48485921378670216,0.1979327187284428,0.5,-0.5135085908602066,-0.291,0.333,0.504,-0.3600000000000003
-0.49212123148676423,0.18914647192098366,0.5,-0.48814677516716404,-0.297,0.33,0.503,-0.2400000000000002
-0.49926960346500626,0.18008380936175833,0.5,-0.46223954408287315,-0.305,0.324,0.503,-0.3200000000000003
-0.5051673757297388,0.17100289109578462,0.5,-0.4366050206942065,-0.322,0.31,0.505,-0.3200000000000003
-0.5174427901633916,0.15128928330596328,0.5,-0.38451785083000073,-0.331,0.303,0.505,-0.3600000000000003
-0.5237348770735684,0.14184075199042454,0.501,-0.3586106197457099,-0.339,0.297,0.507,-0.3200000000000003
-0.52977582022083,0.13239998582708437,0.501,-0.33297609635704317,-0.356,0.282,0.508,-0.3600000000000003
-0.532599412956458,0.12488404825613096,0.5,-0.30734157296837644,-0.356,0.282,0.508,-0.3600000000000003
-0.5425025020539347,0.1059722209637698,0.5,-0.2570270031257274,-0.37,0.27,0.506,-0.20000000000000018
-0.5516659153696043,0.08627461289906212,0.5,-0.20507618710933373,-0.386,0.256,0.507,-0.3200000000000003
-0.5563290025237666,0.07674980494780774,0.5,-0.18025978680753935,-0.394,0.247,0.507,-0.3200000000000003
-0.5607504387610909,0.06737493996790347,0.5,-0.15598880189699318,-0.405,0.236,0.507,-0.4400000000000004
-0.5680576399830005,0.048822265675321566,0.5,-0.10540152435872005,-0.424,0.22,0.513,-0.40000000000000036
